,utterance,session_id,person_id,new_ids,rgb,wav,thr
4273,265.0,14,54,54,77.jpg,265.wav,77.jpg
4274,234.0,14,54,54,77.jpg,234.wav,77.jpg
4275,1.0,14,54,54,77.jpg,1.wav,77.jpg
4276,1290.0,14,54,54,77.jpg,1290.wav,77.jpg
4277,446.0,14,54,54,77.jpg,446.wav,77.jpg
4278,147.0,12,54,54,77.jpg,147.wav,77.jpg
4279,465.0,12,54,54,77.jpg,465.wav,77.jpg
4280,855.0,12,54,54,77.jpg,855.wav,77.jpg
4281,217.0,12,54,54,77.jpg,217.wav,77.jpg
4282,669.0,12,54,54,77.jpg,669.wav,77.jpg
4283,1186.0,16,54,54,50.jpg,1186.wav,50.jpg
4284,1137.0,16,54,54,50.jpg,1137.wav,50.jpg
4285,1079.0,16,54,54,50.jpg,1079.wav,50.jpg
4286,671.0,16,54,54,77.jpg,671.wav,77.jpg
4287,646.0,16,54,54,50.jpg,646.wav,50.jpg
4288,167.0,16,54,54,77.jpg,167.wav,77.jpg
4289,1105.0,16,54,54,77.jpg,1105.wav,77.jpg
4290,1207.0,16,54,54,77.jpg,1207.wav,77.jpg
4291,879.0,18,40,40,77.jpg,879.wav,77.jpg
4292,341.0,18,40,40,77.jpg,341.wav,77.jpg
4293,642.0,18,40,40,77.jpg,642.wav,77.jpg
4294,780.0,18,40,40,77.jpg,780.wav,77.jpg
4295,1165.0,18,40,40,77.jpg,1165.wav,77.jpg
4296,839.0,24,40,40,77.jpg,839.wav,77.jpg
4297,582.0,24,40,40,77.jpg,582.wav,77.jpg
4298,583.0,24,40,40,77.jpg,583.wav,77.jpg
4299,664.0,24,40,40,77.jpg,664.wav,77.jpg
4300,924.0,24,40,40,77.jpg,924.wav,77.jpg
4301,470.0,24,40,40,77.jpg,470.wav,77.jpg
4302,621.0,19,40,40,77.jpg,621.wav,77.jpg
4303,1072.0,19,40,40,77.jpg,1072.wav,77.jpg
4304,956.0,19,40,40,77.jpg,956.wav,77.jpg
4305,1120.0,19,40,40,77.jpg,1120.wav,77.jpg
4306,1049.0,19,40,40,77.jpg,1049.wav,77.jpg
4307,697.0,21,40,40,77.jpg,697.wav,77.jpg
4308,506.0,21,40,40,77.jpg,506.wav,77.jpg
4309,366.0,21,40,40,77.jpg,366.wav,77.jpg
4310,1220.0,21,40,40,77.jpg,1220.wav,77.jpg
4311,647.0,21,40,40,77.jpg,647.wav,77.jpg
4312,784.0,21,40,40,77.jpg,784.wav,77.jpg
4313,158.0,23,40,40,77.jpg,158.wav,77.jpg
4314,536.0,23,40,40,77.jpg,536.wav,77.jpg
4315,371.0,23,40,40,77.jpg,371.wav,77.jpg
4316,845.0,23,40,40,77.jpg,845.wav,77.jpg
4317,1195.0,23,40,40,77.jpg,1195.wav,77.jpg
4318,848.0,22,40,40,77.jpg,848.wav,77.jpg
4319,1021.0,22,40,40,77.jpg,1021.wav,77.jpg
4320,1196.0,22,40,40,77.jpg,1196.wav,77.jpg
4321,537.0,22,40,40,77.jpg,537.wav,77.jpg
4322,1129.0,22,40,40,77.jpg,1129.wav,77.jpg
4323,966.0,22,40,40,77.jpg,966.wav,77.jpg
4324,557.0,28,40,40,77.jpg,557.wav,77.jpg
4325,322.0,28,40,40,77.jpg,322.wav,77.jpg
4326,637.0,28,40,40,77.jpg,637.wav,77.jpg
4327,94.0,28,40,40,77.jpg,94.wav,77.jpg
4328,721.0,26,40,40,77.jpg,721.wav,77.jpg
4329,1011.0,26,40,40,77.jpg,1011.wav,77.jpg
4330,422.0,26,40,40,77.jpg,422.wav,77.jpg
4331,10.0,26,40,40,77.jpg,10.wav,77.jpg
4332,1118.0,26,40,40,77.jpg,1118.wav,77.jpg
4333,155.0,17,40,40,77.jpg,155.wav,77.jpg
4334,772.0,17,40,40,77.jpg,772.wav,77.jpg
4335,964.0,17,40,40,77.jpg,964.wav,77.jpg
4336,560.0,17,40,40,77.jpg,560.wav,77.jpg
4337,463.0,17,40,40,77.jpg,463.wav,77.jpg
4338,580.0,11,40,40,77.jpg,580.wav,77.jpg
4339,552.0,11,40,40,77.jpg,552.wav,77.jpg
4340,355.0,11,40,40,77.jpg,355.wav,77.jpg
4341,45.0,11,40,40,77.jpg,45.wav,77.jpg
4342,907.0,11,40,40,77.jpg,907.wav,77.jpg
4343,1271.0,11,40,40,77.jpg,1271.wav,77.jpg
4344,710.0,29,40,40,77.jpg,710.wav,77.jpg
4345,525.0,29,40,40,77.jpg,525.wav,77.jpg
4346,239.0,29,40,40,77.jpg,239.wav,77.jpg
4347,1153.0,25,40,40,77.jpg,1153.wav,77.jpg
4348,521.0,25,40,40,77.jpg,521.wav,77.jpg
4349,159.0,25,40,40,77.jpg,159.wav,77.jpg
4350,1002.0,25,40,40,77.jpg,1002.wav,77.jpg
4351,1242.0,15,40,40,77.jpg,1242.wav,77.jpg
4352,1298.0,15,40,40,77.jpg,1298.wav,77.jpg
4353,571.0,15,40,40,77.jpg,571.wav,77.jpg
4354,746.0,15,40,40,77.jpg,746.wav,77.jpg
4355,1100.0,15,40,40,77.jpg,1100.wav,77.jpg
4356,1235.0,15,40,40,77.jpg,1235.wav,77.jpg
4357,1084.0,15,40,40,77.jpg,1084.wav,77.jpg
4358,765.0,27,40,40,77.jpg,765.wav,77.jpg
4359,1248.0,27,40,40,77.jpg,1248.wav,77.jpg
4360,603.0,27,40,40,77.jpg,603.wav,77.jpg
4361,976.0,27,40,40,77.jpg,976.wav,77.jpg
4362,629.0,27,40,40,77.jpg,629.wav,77.jpg
4363,1238.0,13,40,40,77.jpg,1238.wav,77.jpg
4364,175.0,13,40,40,77.jpg,175.wav,77.jpg
4365,307.0,13,40,40,77.jpg,307.wav,77.jpg
4366,1137.0,13,40,40,77.jpg,1137.wav,77.jpg
4367,440.0,13,40,40,77.jpg,440.wav,77.jpg
4368,421.0,13,40,40,77.jpg,421.wav,77.jpg
4369,1132.0,14,40,40,77.jpg,1132.wav,77.jpg
4370,1161.0,14,40,40,77.jpg,1161.wav,77.jpg
4371,1057.0,14,40,40,77.jpg,1057.wav,77.jpg
4372,760.0,14,40,40,77.jpg,760.wav,77.jpg
4373,1113.0,14,40,40,77.jpg,1113.wav,77.jpg
4374,549.0,14,40,40,77.jpg,549.wav,77.jpg
4375,1112.0,12,40,40,77.jpg,1112.wav,77.jpg
4376,1269.0,12,40,40,77.jpg,1269.wav,77.jpg
4377,262.0,12,40,40,77.jpg,262.wav,77.jpg
4378,929.0,12,40,40,77.jpg,929.wav,77.jpg
4379,41.0,12,40,40,77.jpg,41.wav,77.jpg
4380,449.0,16,40,40,77.jpg,449.wav,77.jpg
4381,235.0,16,40,40,77.jpg,235.wav,77.jpg
4382,138.0,16,40,40,77.jpg,138.wav,77.jpg
4383,21.0,16,40,40,77.jpg,21.wav,77.jpg
4384,895.0,16,40,40,77.jpg,895.wav,77.jpg
4385,878.0,16,40,40,77.jpg,878.wav,77.jpg
4386,526.0,16,40,40,77.jpg,526.wav,77.jpg
4387,1238.0,18,13,13,77.jpg,1238.wav,77.jpg
4388,1090.0,18,13,13,50.jpg,1090.wav,50.jpg
4389,545.0,18,13,13,50.jpg,545.wav,50.jpg
4390,1228.0,18,13,13,77.jpg,1228.wav,77.jpg
4391,35.0,18,13,13,77.jpg,35.wav,77.jpg
4392,219.0,18,13,13,72.jpg,219.wav,72.jpg
4393,651.0,18,13,13,77.jpg,651.wav,77.jpg
4394,697.0,24,13,13,77.jpg,697.wav,77.jpg
4395,806.0,24,13,13,77.jpg,806.wav,77.jpg
4396,147.0,24,13,13,77.jpg,147.wav,77.jpg
4397,30.0,24,13,13,77.jpg,30.wav,77.jpg
4398,1140.0,24,13,13,77.jpg,1140.wav,77.jpg
4399,1160.0,24,13,13,77.jpg,1160.wav,77.jpg
4400,29.0,19,13,13,72.jpg,29.wav,72.jpg
4401,975.0,19,13,13,77.jpg,975.wav,77.jpg
4402,704.0,19,13,13,77.jpg,704.wav,77.jpg
4403,566.0,19,13,13,50.jpg,566.wav,50.jpg
4404,471.0,19,13,13,77.jpg,471.wav,77.jpg
4405,1270.0,19,13,13,72.jpg,1270.wav,72.jpg
4406,759.0,21,13,13,77.jpg,759.wav,77.jpg
4407,1230.0,21,13,13,77.jpg,1230.wav,77.jpg
4408,551.0,21,13,13,77.jpg,551.wav,77.jpg
4409,10.0,21,13,13,77.jpg,10.wav,77.jpg
4410,16.0,21,13,13,77.jpg,16.wav,77.jpg
4411,428.0,23,13,13,77.jpg,428.wav,77.jpg
4412,158.0,23,13,13,77.jpg,158.wav,77.jpg
4413,390.0,23,13,13,77.jpg,390.wav,77.jpg
4414,68.0,23,13,13,77.jpg,68.wav,77.jpg
4415,1261.0,23,13,13,77.jpg,1261.wav,77.jpg
4416,49.0,22,13,13,77.jpg,49.wav,77.jpg
4417,1026.0,22,13,13,77.jpg,1026.wav,77.jpg
4418,814.0,22,13,13,77.jpg,814.wav,77.jpg
4419,508.0,22,13,13,77.jpg,508.wav,77.jpg
4420,924.0,22,13,13,72.jpg,924.wav,72.jpg
4421,1251.0,22,13,13,77.jpg,1251.wav,77.jpg
4422,176.0,28,13,13,77.jpg,176.wav,77.jpg
4423,627.0,28,13,13,72.jpg,627.wav,72.jpg
4424,284.0,28,13,13,77.jpg,284.wav,77.jpg
4425,797.0,28,13,13,77.jpg,797.wav,77.jpg
4426,665.0,28,13,13,77.jpg,665.wav,77.jpg
4427,568.0,28,13,13,77.jpg,568.wav,77.jpg
4428,1200.0,26,13,13,77.jpg,1200.wav,77.jpg
4429,309.0,26,13,13,77.jpg,309.wav,77.jpg
4430,575.0,26,13,13,77.jpg,575.wav,77.jpg
4431,413.0,26,13,13,77.jpg,413.wav,77.jpg
4432,1229.0,26,13,13,77.jpg,1229.wav,77.jpg
4433,256.0,26,13,13,77.jpg,256.wav,77.jpg
4434,148.0,17,13,13,77.jpg,148.wav,77.jpg
4435,595.0,17,13,13,50.jpg,595.wav,50.jpg
4436,155.0,17,13,13,72.jpg,155.wav,72.jpg
4437,979.0,17,13,13,77.jpg,979.wav,77.jpg
4438,1272.0,17,13,13,77.jpg,1272.wav,77.jpg
4439,161.0,17,13,13,77.jpg,161.wav,77.jpg
4440,1072.0,17,13,13,28.jpg,1072.wav,28.jpg
4441,395.0,17,13,13,77.jpg,395.wav,77.jpg
4442,378.0,11,13,13,72.jpg,378.wav,72.jpg
4443,868.0,11,13,13,77.jpg,868.wav,77.jpg
4444,829.0,11,13,13,77.jpg,829.wav,77.jpg
4445,959.0,11,13,13,77.jpg,959.wav,77.jpg
4446,780.0,11,13,13,77.jpg,780.wav,77.jpg
4447,881.0,29,13,13,77.jpg,881.wav,77.jpg
4448,756.0,29,13,13,77.jpg,756.wav,77.jpg
4449,981.0,29,13,13,72.jpg,981.wav,72.jpg
4450,250.0,25,13,13,77.jpg,250.wav,77.jpg
4451,129.0,25,13,13,77.jpg,129.wav,77.jpg
4452,170.0,25,13,13,72.jpg,170.wav,72.jpg
4453,512.0,25,13,13,77.jpg,512.wav,77.jpg
4454,703.0,25,13,13,77.jpg,703.wav,77.jpg
4455,1073.0,25,13,13,77.jpg,1073.wav,77.jpg
4456,867.0,25,13,13,50.jpg,867.wav,50.jpg
4457,1291.0,15,13,13,77.jpg,1291.wav,77.jpg
4458,367.0,15,13,13,77.jpg,367.wav,77.jpg
4459,1264.0,15,13,13,77.jpg,1264.wav,77.jpg
4460,720.0,15,13,13,77.jpg,720.wav,77.jpg
4461,1143.0,15,13,13,70.jpg,1143.wav,70.jpg
4462,1294.0,15,13,13,77.jpg,1294.wav,77.jpg
4463,917.0,27,13,13,77.jpg,917.wav,77.jpg
4464,269.0,27,13,13,70.jpg,269.wav,70.jpg
4465,645.0,27,13,13,77.jpg,645.wav,77.jpg
4466,329.0,27,13,13,77.jpg,329.wav,77.jpg
4467,898.0,27,13,13,77.jpg,898.wav,77.jpg
4468,103.0,13,13,13,77.jpg,103.wav,77.jpg
4469,1014.0,13,13,13,77.jpg,1014.wav,77.jpg
4470,980.0,13,13,13,77.jpg,980.wav,77.jpg
4471,123.0,13,13,13,77.jpg,123.wav,77.jpg
4472,377.0,13,13,13,77.jpg,377.wav,77.jpg
4473,966.0,13,13,13,72.jpg,966.wav,72.jpg
4474,1295.0,14,13,13,77.jpg,1295.wav,77.jpg
4475,682.0,14,13,13,77.jpg,682.wav,77.jpg
4476,358.0,14,13,13,77.jpg,358.wav,77.jpg
4477,1207.0,14,13,13,77.jpg,1207.wav,77.jpg
4478,58.0,14,13,13,77.jpg,58.wav,77.jpg
4479,890.0,12,13,13,77.jpg,890.wav,77.jpg
4480,1021.0,12,13,13,77.jpg,1021.wav,77.jpg
4481,607.0,12,13,13,77.jpg,607.wav,77.jpg
4482,765.0,16,13,13,77.jpg,765.wav,77.jpg
4483,782.0,16,13,13,77.jpg,782.wav,77.jpg
4484,231.0,16,13,13,77.jpg,231.wav,77.jpg
4485,460.0,16,13,13,77.jpg,460.wav,77.jpg
4486,761.0,16,13,13,77.jpg,761.wav,77.jpg
4487,730.0,16,13,13,72.jpg,730.wav,72.jpg
4488,849.0,18,98,98,77.jpg,849.wav,77.jpg
4489,398.0,18,98,98,77.jpg,398.wav,77.jpg
4490,163.0,18,98,98,77.jpg,163.wav,77.jpg
4491,607.0,18,98,98,77.jpg,607.wav,77.jpg
4492,1031.0,18,98,98,77.jpg,1031.wav,77.jpg
4493,1182.0,24,98,98,77.jpg,1182.wav,77.jpg
4494,1045.0,24,98,98,77.jpg,1045.wav,77.jpg
4495,75.0,24,98,98,77.jpg,75.wav,77.jpg
4496,1046.0,24,98,98,77.jpg,1046.wav,77.jpg
4497,1066.0,24,98,98,77.jpg,1066.wav,77.jpg
4498,106.0,19,98,98,77.jpg,106.wav,77.jpg
4499,430.0,19,98,98,77.jpg,430.wav,77.jpg
4500,459.0,19,98,98,77.jpg,459.wav,77.jpg
4501,922.0,19,98,98,77.jpg,922.wav,77.jpg
4502,297.0,19,98,98,77.jpg,297.wav,77.jpg
4503,703.0,19,98,98,77.jpg,703.wav,77.jpg
4504,80.0,21,98,98,77.jpg,80.wav,77.jpg
4505,873.0,21,98,98,77.jpg,873.wav,77.jpg
4506,275.0,21,98,98,77.jpg,275.wav,77.jpg
4507,959.0,21,98,98,77.jpg,959.wav,77.jpg
4508,1041.0,21,98,98,77.jpg,1041.wav,77.jpg
4509,1284.0,23,98,98,77.jpg,1284.wav,77.jpg
4510,872.0,23,98,98,77.jpg,872.wav,77.jpg
4511,46.0,23,98,98,77.jpg,46.wav,77.jpg
4512,615.0,23,98,98,77.jpg,615.wav,77.jpg
4513,968.0,22,98,98,77.jpg,968.wav,77.jpg
4514,155.0,22,98,98,77.jpg,155.wav,77.jpg
4515,233.0,22,98,98,77.jpg,233.wav,77.jpg
4516,304.0,22,98,98,77.jpg,304.wav,77.jpg
4517,825.0,22,98,98,77.jpg,825.wav,77.jpg
4518,1291.0,28,98,98,77.jpg,1291.wav,77.jpg
4519,1231.0,28,98,98,77.jpg,1231.wav,77.jpg
4520,492.0,28,98,98,77.jpg,492.wav,77.jpg
4521,752.0,28,98,98,77.jpg,752.wav,77.jpg
4522,1171.0,28,98,98,77.jpg,1171.wav,77.jpg
4523,853.0,26,98,98,77.jpg,853.wav,77.jpg
4524,531.0,26,98,98,77.jpg,531.wav,77.jpg
4525,753.0,26,98,98,77.jpg,753.wav,77.jpg
4526,906.0,26,98,98,77.jpg,906.wav,77.jpg
4527,39.0,26,98,98,77.jpg,39.wav,77.jpg
4528,814.0,17,98,98,77.jpg,814.wav,77.jpg
4529,682.0,17,98,98,77.jpg,682.wav,77.jpg
4530,455.0,17,98,98,77.jpg,455.wav,77.jpg
4531,986.0,17,98,98,77.jpg,986.wav,77.jpg
4532,1162.0,17,98,98,77.jpg,1162.wav,77.jpg
4533,859.0,17,98,98,77.jpg,859.wav,77.jpg
4534,1225.0,11,98,98,77.jpg,1225.wav,77.jpg
4535,422.0,11,98,98,77.jpg,422.wav,77.jpg
4536,874.0,11,98,98,77.jpg,874.wav,77.jpg
4537,670.0,11,98,98,77.jpg,670.wav,77.jpg
4538,220.0,11,98,98,77.jpg,220.wav,77.jpg
4539,78.0,29,98,98,77.jpg,78.wav,77.jpg
4540,205.0,29,98,98,77.jpg,205.wav,77.jpg
4541,567.0,29,98,98,77.jpg,567.wav,77.jpg
4542,214.0,29,98,98,77.jpg,214.wav,77.jpg
4543,1102.0,29,98,98,77.jpg,1102.wav,77.jpg
4544,92.0,25,98,98,77.jpg,92.wav,77.jpg
4545,1071.0,25,98,98,77.jpg,1071.wav,77.jpg
4546,161.0,25,98,98,77.jpg,161.wav,77.jpg
4547,960.0,25,98,98,77.jpg,960.wav,77.jpg
4548,168.0,15,98,98,77.jpg,168.wav,77.jpg
4549,772.0,15,98,98,77.jpg,772.wav,77.jpg
4550,194.0,15,98,98,77.jpg,194.wav,77.jpg
4551,445.0,15,98,98,72.jpg,445.wav,72.jpg
4552,347.0,15,98,98,77.jpg,347.wav,77.jpg
4553,750.0,27,98,98,77.jpg,750.wav,77.jpg
4554,119.0,27,98,98,77.jpg,119.wav,77.jpg
4555,1119.0,27,98,98,77.jpg,1119.wav,77.jpg
4556,950.0,27,98,98,77.jpg,950.wav,77.jpg
4557,800.0,13,98,98,77.jpg,800.wav,77.jpg
4558,165.0,13,98,98,77.jpg,165.wav,77.jpg
4559,1220.0,13,98,98,77.jpg,1220.wav,77.jpg
4560,1283.0,13,98,98,77.jpg,1283.wav,77.jpg
4561,265.0,14,98,98,77.jpg,265.wav,77.jpg
4562,640.0,14,98,98,77.jpg,640.wav,77.jpg
4563,368.0,14,98,98,77.jpg,368.wav,77.jpg
4564,371.0,14,98,98,77.jpg,371.wav,77.jpg
4565,90.0,14,98,98,77.jpg,90.wav,77.jpg
4566,933.0,14,98,98,77.jpg,933.wav,77.jpg
4567,382.0,14,98,98,77.jpg,382.wav,77.jpg
4568,1190.0,12,98,98,77.jpg,1190.wav,77.jpg
4569,786.0,12,98,98,77.jpg,786.wav,77.jpg
4570,95.0,12,98,98,77.jpg,95.wav,77.jpg
4571,377.0,12,98,98,77.jpg,377.wav,77.jpg
4572,1004.0,16,98,98,77.jpg,1004.wav,77.jpg
4573,880.0,16,98,98,77.jpg,880.wav,77.jpg
4574,627.0,16,98,98,77.jpg,627.wav,77.jpg
4575,884.0,16,98,98,77.jpg,884.wav,77.jpg
4576,228.0,16,98,98,77.jpg,228.wav,77.jpg
4577,811.0,16,98,98,77.jpg,811.wav,77.jpg
4578,540.0,16,98,98,77.jpg,540.wav,77.jpg
4579,500.0,18,79,79,77.jpg,500.wav,77.jpg
4580,895.0,18,79,79,77.jpg,895.wav,77.jpg
4581,4.0,18,79,79,77.jpg,4.wav,77.jpg
4582,1141.0,18,79,79,77.jpg,1141.wav,77.jpg
4583,590.0,24,79,79,77.jpg,590.wav,77.jpg
4584,901.0,24,79,79,77.jpg,901.wav,77.jpg
4585,521.0,24,79,79,77.jpg,521.wav,77.jpg
4586,809.0,24,79,79,77.jpg,809.wav,77.jpg
4587,1073.0,24,79,79,77.jpg,1073.wav,77.jpg
4588,58.0,24,79,79,77.jpg,58.wav,77.jpg
4589,876.0,19,79,79,77.jpg,876.wav,77.jpg
4590,874.0,19,79,79,77.jpg,874.wav,77.jpg
4591,514.0,19,79,79,77.jpg,514.wav,77.jpg
4592,1023.0,19,79,79,77.jpg,1023.wav,77.jpg
4593,1064.0,19,79,79,77.jpg,1064.wav,77.jpg
4594,622.0,19,79,79,72.jpg,622.wav,72.jpg
4595,877.0,21,79,79,77.jpg,877.wav,77.jpg
4596,956.0,21,79,79,77.jpg,956.wav,77.jpg
4597,986.0,21,79,79,77.jpg,986.wav,77.jpg
4598,71.0,21,79,79,77.jpg,71.wav,77.jpg
4599,553.0,23,79,79,77.jpg,553.wav,77.jpg
4600,547.0,23,79,79,77.jpg,547.wav,77.jpg
4601,266.0,23,79,79,77.jpg,266.wav,77.jpg
4602,906.0,23,79,79,77.jpg,906.wav,77.jpg
4603,1119.0,23,79,79,77.jpg,1119.wav,77.jpg
4604,512.0,22,79,79,77.jpg,512.wav,77.jpg
4605,989.0,22,79,79,77.jpg,989.wav,77.jpg
4606,873.0,22,79,79,77.jpg,873.wav,77.jpg
4607,991.0,22,79,79,72.jpg,991.wav,72.jpg
4608,1239.0,22,79,79,77.jpg,1239.wav,77.jpg
4609,311.0,22,79,79,77.jpg,311.wav,77.jpg
4610,1115.0,28,79,79,77.jpg,1115.wav,77.jpg
4611,123.0,28,79,79,77.jpg,123.wav,77.jpg
4612,770.0,28,79,79,77.jpg,770.wav,77.jpg
4613,730.0,28,79,79,77.jpg,730.wav,77.jpg
4614,1083.0,28,79,79,77.jpg,1083.wav,77.jpg
4615,357.0,28,79,79,77.jpg,357.wav,77.jpg
4616,122.0,26,79,79,77.jpg,122.wav,77.jpg
4617,265.0,26,79,79,77.jpg,265.wav,77.jpg
4618,844.0,26,79,79,77.jpg,844.wav,77.jpg
4619,136.0,26,79,79,77.jpg,136.wav,77.jpg
4620,704.0,26,79,79,77.jpg,704.wav,77.jpg
4621,899.0,17,79,79,77.jpg,899.wav,77.jpg
4622,985.0,17,79,79,77.jpg,985.wav,77.jpg
4623,1279.0,17,79,79,77.jpg,1279.wav,77.jpg
4624,962.0,17,79,79,77.jpg,962.wav,77.jpg
4625,751.0,17,79,79,72.jpg,751.wav,72.jpg
4626,98.0,17,79,79,50.jpg,98.wav,50.jpg
4627,618.0,17,79,79,72.jpg,618.wav,72.jpg
4628,787.0,17,79,79,77.jpg,787.wav,77.jpg
4629,641.0,11,79,79,77.jpg,641.wav,77.jpg
4630,1090.0,11,79,79,50.jpg,1090.wav,50.jpg
4631,18.0,11,79,79,77.jpg,18.wav,77.jpg
4632,163.0,11,79,79,77.jpg,163.wav,77.jpg
4633,725.0,11,79,79,77.jpg,725.wav,77.jpg
4634,959.0,11,79,79,77.jpg,959.wav,77.jpg
4635,49.0,29,79,79,77.jpg,49.wav,77.jpg
4636,582.0,29,79,79,77.jpg,582.wav,77.jpg
4637,813.0,29,79,79,77.jpg,813.wav,77.jpg
4638,903.0,29,79,79,77.jpg,903.wav,77.jpg
4639,1061.0,29,79,79,77.jpg,1061.wav,77.jpg
4640,316.0,29,79,79,77.jpg,316.wav,77.jpg
4641,633.0,25,79,79,77.jpg,633.wav,77.jpg
4642,366.0,25,79,79,50.jpg,366.wav,50.jpg
4643,678.0,25,79,79,77.jpg,678.wav,77.jpg
4644,164.0,25,79,79,77.jpg,164.wav,77.jpg
4645,1101.0,25,79,79,77.jpg,1101.wav,77.jpg
4646,1120.0,25,79,79,77.jpg,1120.wav,77.jpg
4647,248.0,25,79,79,77.jpg,248.wav,77.jpg
4648,1298.0,15,79,79,77.jpg,1298.wav,77.jpg
4649,492.0,15,79,79,77.jpg,492.wav,77.jpg
4650,815.0,15,79,79,77.jpg,815.wav,77.jpg
4651,326.0,15,79,79,77.jpg,326.wav,77.jpg
4652,1191.0,27,79,79,77.jpg,1191.wav,77.jpg
4653,140.0,27,79,79,77.jpg,140.wav,77.jpg
4654,469.0,27,79,79,77.jpg,469.wav,77.jpg
4655,130.0,27,79,79,77.jpg,130.wav,77.jpg
4656,297.0,27,79,79,77.jpg,297.wav,77.jpg
4657,604.0,27,79,79,77.jpg,604.wav,77.jpg
4658,1281.0,13,79,79,77.jpg,1281.wav,77.jpg
4659,1284.0,13,79,79,77.jpg,1284.wav,77.jpg
4660,201.0,13,79,79,77.jpg,201.wav,77.jpg
4661,409.0,13,79,79,77.jpg,409.wav,77.jpg
4662,119.0,13,79,79,77.jpg,119.wav,77.jpg
4663,793.0,14,79,79,77.jpg,793.wav,77.jpg
4664,1069.0,14,79,79,77.jpg,1069.wav,77.jpg
4665,816.0,14,79,79,77.jpg,816.wav,77.jpg
4666,430.0,14,79,79,77.jpg,430.wav,77.jpg
4667,645.0,14,79,79,77.jpg,645.wav,77.jpg
4668,1174.0,14,79,79,77.jpg,1174.wav,77.jpg
4669,533.0,12,79,79,77.jpg,533.wav,77.jpg
4670,1181.0,12,79,79,77.jpg,1181.wav,77.jpg
4671,919.0,12,79,79,77.jpg,919.wav,77.jpg
4672,694.0,12,79,79,77.jpg,694.wav,77.jpg
4673,494.0,12,79,79,77.jpg,494.wav,77.jpg
4674,127.0,16,79,79,77.jpg,127.wav,77.jpg
4675,111.0,16,79,79,77.jpg,111.wav,77.jpg
4676,1224.0,16,79,79,77.jpg,1224.wav,77.jpg
4677,888.0,16,79,79,77.jpg,888.wav,77.jpg
4678,1291.0,18,28,28,77.jpg,1291.wav,77.jpg
4679,750.0,18,28,28,77.jpg,750.wav,77.jpg
4680,736.0,18,28,28,77.jpg,736.wav,77.jpg
4681,352.0,18,28,28,77.jpg,352.wav,77.jpg
4682,857.0,24,28,28,77.jpg,857.wav,77.jpg
4683,581.0,24,28,28,77.jpg,581.wav,77.jpg
4684,134.0,24,28,28,77.jpg,134.wav,77.jpg
4685,576.0,24,28,28,77.jpg,576.wav,77.jpg
4686,574.0,19,28,28,77.jpg,574.wav,77.jpg
4687,107.0,19,28,28,77.jpg,107.wav,77.jpg
4688,849.0,19,28,28,77.jpg,849.wav,77.jpg
4689,811.0,19,28,28,77.jpg,811.wav,77.jpg
4690,987.0,21,28,28,77.jpg,987.wav,77.jpg
4691,542.0,21,28,28,77.jpg,542.wav,77.jpg
4692,116.0,23,28,28,77.jpg,116.wav,77.jpg
4693,218.0,23,28,28,77.jpg,218.wav,77.jpg
4694,22.0,23,28,28,77.jpg,22.wav,77.jpg
4695,1222.0,23,28,28,77.jpg,1222.wav,77.jpg
4696,589.0,23,28,28,77.jpg,589.wav,77.jpg
4697,144.0,22,28,28,77.jpg,144.wav,77.jpg
4698,634.0,22,28,28,77.jpg,634.wav,77.jpg
4699,1085.0,22,28,28,77.jpg,1085.wav,77.jpg
4700,874.0,22,28,28,77.jpg,874.wav,77.jpg
4701,317.0,22,28,28,77.jpg,317.wav,77.jpg
4702,1035.0,22,28,28,77.jpg,1035.wav,77.jpg
4703,1145.0,28,28,28,77.jpg,1145.wav,77.jpg
4704,533.0,28,28,28,77.jpg,533.wav,77.jpg
4705,1250.0,28,28,28,77.jpg,1250.wav,77.jpg
4706,47.0,28,28,28,70.jpg,47.wav,70.jpg
4707,1103.0,28,28,28,77.jpg,1103.wav,77.jpg
4708,933.0,28,28,28,77.jpg,933.wav,77.jpg
4709,172.0,26,28,28,77.jpg,172.wav,77.jpg
4710,231.0,26,28,28,77.jpg,231.wav,77.jpg
4711,899.0,17,28,28,77.jpg,899.wav,77.jpg
4712,942.0,17,28,28,77.jpg,942.wav,77.jpg
4713,991.0,17,28,28,77.jpg,991.wav,77.jpg
4714,1012.0,17,28,28,77.jpg,1012.wav,77.jpg
4715,743.0,17,28,28,77.jpg,743.wav,77.jpg
4716,442.0,17,28,28,77.jpg,442.wav,77.jpg
4717,1082.0,11,28,28,77.jpg,1082.wav,77.jpg
4718,1086.0,11,28,28,77.jpg,1086.wav,77.jpg
4719,1296.0,11,28,28,77.jpg,1296.wav,77.jpg
4720,898.0,11,28,28,77.jpg,898.wav,77.jpg
4721,362.0,29,28,28,77.jpg,362.wav,77.jpg
4722,480.0,29,28,28,77.jpg,480.wav,77.jpg
4723,790.0,29,28,28,77.jpg,790.wav,77.jpg
4724,815.0,29,28,28,77.jpg,815.wav,77.jpg
4725,1168.0,29,28,28,77.jpg,1168.wav,77.jpg
4726,1135.0,29,28,28,50.jpg,1135.wav,50.jpg
4727,1257.0,25,28,28,77.jpg,1257.wav,77.jpg
4728,13.0,25,28,28,77.jpg,13.wav,77.jpg
4729,241.0,25,28,28,77.jpg,241.wav,77.jpg
4730,363.0,15,28,28,77.jpg,363.wav,77.jpg
